Facility Name,Facility Id,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Sectors_Industry_Type,Total reported direct emissions,CO2 emissions (non-biogenic),Methane (CH4) emissions,Nitrous Oxide (N2O) emissions,HFC emissions,PFC emissions,SF6 emissions,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring?,Column,Basin,Reported City,Reported State,Reported Zip Code,Reported Address,Reported County,Reported Latitude,Reported Longitude,Total reported emissions from Onshore Oil & Gas Production,State where Emissions Occur,Total reported direct emissions from Local Distribution Companies,Total reported direct emissions from Electrical Equipment Use,GHG Quantity Associated with Coal-based liquid fuel production,GHG Quantity Associated with Petroleum Products Produced,GHG Quantity Associated with Petroleum Products Imported,GHG Quantity Associated with Petroleum Products Exported,GHG Quantity Associated with Natural Gas Supply,GHG Quantity Associated with Natural Gas Liquids Supply,GHG Quantity Associated with CO2 Supply,Quantity of CO2 Received for Injection,Column2,D,Direct Emitter
Zider,1010592,Aiken,TX,75935,"N 31 42'14.83"", W 94 20""7.36""",Shelby,31.795396,-94.179048,486210,"C,W-PROC",Petroleum and Natural Gas Systems,1386.044,1384.4,0.75,0.894,,,,,,,,,,1386.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Zion Energy Center,1000805,Zion,IL,60099,5701 NINTH ST,Lake,42.4776,-87.895,221112,"C,D",Power Plant,82924.594,82841,38,45.594,,,,,,,,,,167.7,82756.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Zuni,1001464,Denver,CO,80204,1335 ZUNI ST,Denver,39.7369,-105.0169,221330,D,Power Plants,23648.012,23623.9,11,13.112,,,,,,,,,,,23648.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
white oak landfill,1011696,Waynesville,NC,28785,3898 fines creek rd,Haywood,35.661943,-82.996087,562212,"C,HH",Wastes,49400.75,1,49399.75,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,49399.75,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
#540 BONANZA CREEK ENERGY - DENVER BASIN,1000355,,,,,,,,211111,W-ONSH,,,124483.9,182594,106.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,540 - Denver Basin,Denver,CO,80202,"410 17th Street, Suite 1500",DENVER COUNTY,39.74387,-104.98915,307183.988,,,,,,,,,,,,,,
"1.	Tecpetrol Corporation 220 Gulf Coast Basin (LA, TX)",1009837,,,,,,,,211111,W-ONSH,,,13542.4,11791.5,7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77027,"2200 West Loop South, Ste. 400",HARRIS,29.7449,-95.45772,25341.35,,,,,,,,,,,,,,
220 Gulf Coast,1009263,,,,,,,,211111,W-ONSH,,,2469.4,1977.5,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",Oklahoma City,OK,73114,701 Cedar Lake Blvd,OKLAHOMA COUNTY,35.56719,-97.49827,4448.39,,,,,,,,,,,,,,
220 Gulf Coast Basin DEC,1009238,,,,,,,,211111,W-ONSH,,,511319.6,154220.75,212.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",Oklahoma City,OK,73102,333 West Sheridan Ave,OKLAHOMA COUNTY,35.46734,-97.51406,665753.122,,,,,,,,,,,,,,
230 Arkla Basin QEP Energy Company,1009283,,,,,,,,211111,W-ONSH,,,8441.9,126638.75,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,230 - Arkla Basin,Tulsa,OK,74136,"6100 South Yale, Suite 900",TULSA COUNTY,36.07261,-95.9231,135085.12,,,,,,,,,,,,,,
260 East Texas Basin - BP America Production Company,1009170,,,,,,,,211111,W-ONSH,,,16857.7,23715.5,30.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,260 - East Texas Basin,Houston,TX,77079,501 Westlake Park Blvd.,HARRIS COUNTY,29.78111,-95.62893,40603.298,,,,,,,,,,,,,,
260 East Texas Basin DEC,1008392,,,,,,,,211111,W-ONSH,,,32995.6,120058.75,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,260 - East Texas Basin,Oklahoma City,OK,73102,333 West Sheridan Ave,OKLAHOMA COUNTY,35.46734,-97.51406,153084.15,,,,,,,,,,,,,,
345 Arkoma Basin - BP America Production Company,1009169,,,,,,,,211111,W-ONSH,,,24076.2,199109.5,40.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,345 - Arkoma Basin,Houston,TX,77079,501 Westlake Park Blvd.,HARRIS COUNTY,29.78111,-95.62893,223225.93,,,,,,,,,,,,,,
345 Arkoma Bravo NR,1011963,,,,,,,,211111,W-ONSH,,,77923.1,104972.5,41.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,345 - Arkoma Basin,Tulsa,OK,74136,"1323 East 71st Street, Suite 400",,,,182937.32,,,,,,,,,,,,,,
350 South Oklahoma Folded Belt,1009119,,,,,,,,211111,W-ONSH,,,686.7,9231.25,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,350 - South Oklahoma Folded Belt,Oklahoma City,OK,73114,701 Cedar Lake Blvd,OKLAHOMA COUNTY,35.56719,-97.49827,9918.248,,,,,,,,,,,,,,
355 Chatauque Platform,1009264,,,,,,,,211111,W-ONSH,,,236.4,24857.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,355 - Chautauqua Platform,Oklahoma City,OK,73114,701 Cedar Lake Blvd,OKLAHOMA COUNTY,35.56719,-97.49827,25093.65,,,,,,,,,,,,,,
355 Chautauqua Platform DEC,1008286,,,,,,,,211111,W-ONSH,,,28108.1,11102.75,0.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,355 - Chautauqua Platform,Oklahoma City,OK,73102,333 West Sheridan Ave,OKLAHOMA COUNTY,35.46734,-97.51406,39211.446,,,,,,,,,,,,,,
360 Anadarko Basin,1009265,,,,,,,,211111,W-ONSH,,,180165.2,147997.75,98.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,360 - Anadarko Basin,Oklahoma City,OK,73114,701 Cedar Lake Blvd,OKLAHOMA COUNTY,35.56719,-97.49827,328260.992,,,,,,,,,,,,,,
360 Anadarko Basin - BP America Production Company,1008558,,,,,,,,211111,W-ONSH,,,39620.9,321730.75,65.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,360 - Anadarko Basin,Houston,TX,77079,501 Westlake Park Blvd,HARRIS COUNTY,29.78111,-95.62893,361417.508,,,,,,,,,,,,,,
360 Anadarko Basin DEC,1008287,,,,,,,,211111,W-ONSH,,,142821.7,205003.5,123.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,360 - Anadarko Basin,Oklahoma City,OK,73102,333 West Sheridan Ave,OKLAHOMA COUNTY,35.46734,-97.51406,347948.572,,,,,,,,,,,,,,
360 Anadarko Basin QEP Energy Company,1009285,,,,,,,,211111,W-ONSH,,,615.9,4255,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,360 - Anadarko Basin,Tulsa,OK,74136,"6100 South Yale, Suite 900",,,,4871.198,,,,,,,,,,,,,,
395 Williston Basin QEP Energy Company,1009281,,,,,,,,211111,W-ONSH,,,519801.6,27240.25,332.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,395 - Williston Basin,Denver,CO,80265,"1050 17th Street, Suite 500",DENVER COUNTY,39.748,-104.99461,547374.12,,,,,,,,,,,,,,
415 Strawn Basin DEC,1009276,,,,,,,,211111,W-ONSH,,,61190.9,127066,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,415 - Strawn Basin,Oklahoma City,OK,73102,333 West Sheridan Ave,OKLAHOMA COUNTY,35.46734,-97.51406,188286.7,,,,,,,,,,,,,,
420 Fort Worth Syncline DEC,1008289,,,,,,,,211111,W-ONSH,,,171450.7,367726,61.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,420 - Fort Worth Syncline,Oklahoma City,OK,73102,333 West Sheridan Ave,OKLAHOMA COUNTY,35.46734,-97.51406,539237.79,,,,,,,,,,,,,,
430 Permian Basin DEC,1008290,,,,,,,,211111,W-ONSH,,,899095.3,168702,507.792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,Oklahoma City,OK,73102,333 West Sheridan Ave,OKLAHOMA COUNTY,35.46734,-97.51406,1068305.092,,,,,,,,,,,,,,
430 Permian Basin QEP Energy Company,1009691,,,,,,,,211111,W-ONSH,,,110946.5,15107.25,118.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,Denver,CO,80265,1050 17th Street Unit 800,HARRIS COUNTY,29.75579,-95.36391,126172.056,,,,,,,,,,,,,,
430 Permian RKI Exploration & Production,1009039,,,,,,,,211111,W-ONSH,,,131068.9,127195,12336.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,Denver,CO,80202,"1001 17th Street, Suite 1200",,,,270600.802,,,,,,,,,,,,,,
507 Central Western Overthrust QEP Energy Company,1008294,,,,,,,,211111,W-ONSH,,,2327.3,37219,1.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,507 - Central Western Overthrust,Denver,CO,80265,"1050 17th Street, Suite 500",DENVER COUNTY,39.748,-104.99461,39547.492,,,,,,,,,,,,,,
515 Powder River Basin DEC,1009278,,,,,,,,211111,W-ONSH,,,97580.5,23948.5,63.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,515 - Powder River Basin,Oklahoma City,OK,73102,333 West Sheridan Ave,OKLAHOMA COUNTY,35.46734,-97.51406,121592.772,,,,,,,,,,,,,,
535 Green River Basin - BP America Production Company,1008622,,,,,,,,211111,W-ONSH,,,29524.2,900251.75,28.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,535 - Green River Basin,Houston,TX,77079,501 Westlake Park Blvd.,HARRIS COUNTY,29.78111,-95.62893,929804.558,,,,,,,,,,,,,,
535 Green River Basin QEP Energy Company,1008295,,,,,,,,211111,W-ONSH,,,47461.7,401408.25,83.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,535 - Green River Basin,Denver,CO,80265,"1050 17th Street, Suite 500",DENVER COUNTY,39.748,-104.99461,448953.092,,,,,,,,,,,,,,
575 Uinta Basin QEP Energy Company,1009282,,,,,,,,211111,W-ONSH,,,18345.4,460098.25,25.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,575 - Uinta Basin,Denver,CO,80265,"1050 17th Street, Suite 500",DENVER COUNTY,39.748,-104.99461,478469.278,,,,,,,,,,,,,,
580 San Juan Basin - BP America Production Company,1009076,,,,,,,,211111,W-ONSH,,,349246.9,1069330.75,7.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,580 - San Juan Basin,Houston,TX,77079,501 Westlake Park Blvd.,HARRIS COUNTY,29.78111,-95.62893,1418584.802,,,,,,,,,,,,,,
580 San Juan Basin DEC,1008974,,,,,,,,211111,W-ONSH,,,83860,53705.25,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,580 - San Juan Basin,Oklahoma City,OK,73102,333 West Sheridan Ave,OKLAHOMA COUNTY,35.46734,-97.51406,137624.85,,,,,,,,,,,,,,
745 San Joaquin Basin Chevron USA Inc.,1008499,,,,,,,,211111,W-ONSH,,,20249.9,8022,46.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,745 - San Joaquin Basin,San Ramon,CA,94583,6001 Bollinger Canyon Rd.,CONTRA COSTA COUNTY,37.75832,-121.95969,28318.686,,,,,,,,,,,,,,
"ABARTA Oil & Gas Co, Inc.",1008260,,,,,,,,211111,W-ONSH,,,0.4,1980.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,160 - Appalachian Basin,Pittsburgh,PA,15238,1000 Gamma Drive Suite 400,ALLEGHENY,40.498891,-79.867839,1980.9,,,,,,,,,,,,,,
Abraxas Petroleum Corp. 395 Williston,1011185,,,,,,,,211111,W-ONSH,,,93974.1,6269.75,52.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,395 - Williston Basin,San Antonio,TX,78258,18803 Meisner Dr.,BEXAR,29.61619,-98.48208,100296.596,,,,,,,,,,,,,,
Aera Energy San Joaquin Basin,1008346,,,,,,,,211111,W-ONSH,,,17114.5,12273,39.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,745 - San Joaquin Basin,Bakersfield,CA,93311,10000 Ming Avenue,KERN COUNTY,35.339883,-119.113321,29427.134,,,,,,,,,,,,,,
Akin Beene Resources LLC - Basin 230,1012044,,,,,,,,211111,W-ONSH,,,10582.6,43727,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,230 - Arkla Basin,Midland,TX,79701,"201 W Wall Street, Suite 900",,,,54315.56,,,,,,,,,,,,,,
All American Oil and Gas Company,1010707,,,,,,,,221112,W-ONSH,,,165643.1,305.5,93.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,745 - San Joaquin Basin,Bakersfield,CA,93308,3300 Manor St,KERN COUNTY,35.44038,-119.01314,166042.172,,,,,,,,,,,,,,
"Alta Mesa Services, LP",1009511,,,,,,,,211111,W-ONSH,,,214441.6,72757.75,184.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77094,"15021 Katy Freeway, Suite 400",HARRIS COUNTY,29.78362,-95.64862,287383.812,,,,,,,,,,,,,,
Altas 220/Gulf Coast - Eagle Ford,1011546,,,,,,,,211111,W-ONSH,,,43374.3,3707.75,69.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",Pittsburgh,PA,15275,"1000 Commerce Drive, Suite 400",ALLEGHENY COUNTY,40.45917,-80.19482,47151.484,,,,,,,,,,,,,,
"American Energy - Permian Basin, LLC",1011394,,,,,,,,211111,W-ONSH,,,322030.1,52477,364.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,Oklahoma City,OK,73154,PO Box 18756,OKLAHOMA COUNTY,35.524086,-97.52574,374871.256,,,,,,,,,,,,,,
"American Energy - Woodford, LLC",1011395,,,,,,,,211111,W-ONSH,,,14192.9,14136.25,22.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,355 - Chautauqua Platform,Oklahoma City,OK,73154,PO Box 18756,OKLAHOMA COUNTY,35.524086,-97.52574,28351.5,,,,,,,,,,,,,,
Anadarko Basin,1008200,,,,,,,,211111,W-ONSH,,,12925.1,19295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,360 - Anadarko Basin,Houston,TX,77057,5847 San Felipe Suite 3000,,,,32220.1,,,,,,,,,,,,,,
Anadarko Facility,1008715,,,,,,,,211111,W-ONSH,,,18.8,15497.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,360 - Anadarko Basin,Houston,TX,77024,"840 Gessner Road, Suite 800",,,,15516.55,,,,,,,,,,,,,,
"Anderson Energy, Inc. 360 - Anadarko Basin",1011070,,,,,,,,211111,W-ONSH,,,16.1,300.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,360 - Anadarko Basin,Wichita,KS,67202,"300 W. Douglas, Suite 410",SEDGWICK,37.68599,-97.34091,316.85,,,,,,,,,,,,,,
"Anderson Energy, Inc. 375 - Sedgwick Basin",1011289,,,,,,,,211111,W-ONSH,,,144.6,2708.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,375 - Sedgwick Basin,Wichita,KS,67202,"300 W. Douglas, Suite 410",SEDGWICK COUNTY,37.68649,-97.34093,2853.35,,,,,,,,,,,,,,
"Anderson Energy, Inc. 385 - Central Kansas Uplift",1011290,,,,,,,,211111,W-ONSH,,,417.5,7823.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,385 - Central Kansas Uplift,Wichita,KS,67202,"300 W. Douglas, Suite 410",SEDGWICK COUNTY,37.68649,-97.34093,8241.25,,,,,,,,,,,,,,
"Anderson Energy, Inc. 450 - Las Animas Arch",1011291,,,,,,,,211111,W-ONSH,,,80.3,1504.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,450 - Las Animas Arch,Wichita,KS,67202,"300 W. Douglas, Suite 410",SEDGWICK COUNTY,37.68649,-97.34093,1585.05,,,,,,,,,,,,,,
Antero Resources - 160 - Appalachian Basin (Utica),1010718,,,,,,,,211111,W-ONSH,,,88110.5,11760.75,57.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,160 - Appalachian Basin,Denver,CO,80202,1615 Wynkoop Street,DENVER COUNTY,39.75256,-104.99887,99929.062,,,,,,,,,,,,,,
Antero Resources - 160A - Appalachian Basin (Eastern Overthurst Area),1010183,,,,,,,,211111,W-ONSH,,,216516,85714.75,177.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,160A - Appalachian Basin (Eastern Overthrust Area),Denver,CO,80202,1615 Wynkoop Street,DENVER COUNTY,39.75256,-104.99887,302408.358,,,,,,,,,,,,,,
Apache Corp. Central - Anadarko Basin 360,1009335,,,,,,,,211111,W-ONSH,,,286172.7,347311,181.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,360 - Anadarko Basin,Tulsa,OK,74136,6120 South Yale #1500,TULSA COUNTY,36.073218,-95.922258,633665.182,,,,,,,,,,,,,,
Apache Corp. Central - Palo Duro Basin 435,1010603,,,,,,,,211111,W-ONSH,,,6506.1,2704.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,435 - Palo Duro Basin,Tulsa,OK,74136,6120 South Yale,TULSA COUNTY,36.073218,-95.922258,9210.6,,,,,,,,,,,,,,
Apache Corp. GC Onshore - Gulf Coast Basin 220,1008224,,,,,,,,211111,W-ONSH,,,62789.8,24349.5,55.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77056,"2000 Post Oak, Suite 100",,,,87194.43,,,,,,,,,,,,,,
Apache Corp. Permian - Permian Basin 430,1009391,,,,,,,,211111,W-ONSH,,,112630.6,120694.5,102.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,Midland,TX,79705,303 Veterans Airpark Ln,MIDLAND COUNTY,32.03439,-102.08754,233427.612,,,,,,,,,,,,,,
Apache Corporation San Antonio - Delaware,1011803,,,,,,,,211111,W-ONSH,,,46179.9,6637.75,75.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,San Antonio,TX,78257,"17802 Highway 10 West, Suite 300",,,,52893.64,,,,,,,,,,,,,,
Appalachian Basin (Eastern Overthrust Area),1010721,,,,,,,,211111,W-ONSH,,,135226.5,77954.75,27.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,160A - Appalachian Basin (Eastern Overthrust Area),Spring,TX,77389,10000 Energy Dr,HARRIS COUNTY,29.93817,-95.35082,213208.368,,,,,,,,,,,,,,
Appalachian Basin - AAPG Province 160A,1008937,,,,,,,,211111,W-ONSH,,,3877.7,82472,321.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,160A - Appalachian Basin (Eastern Overthrust Area),The Woodlands,TX,77380,1201 Lake Robbins Drive,MONTGOMERY COUNTY,30.16058,-95.45409,86671.242,,,,,,,,,,,,,,
"Approach Operating, LLC 430 Permian Basin",1008456,,,,,,,,211111,W-ONSH,,,49501.6,93908.75,98.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,Fort Worth,TX,76116,6500 W Freeway Suite 800,TARRANT COUNTY,32.717251,-97.443544,143509.286,,,,,,,,,,,,,,
Arkla Basin,1010705,,,,,,,,211111,W-ONSH,,,2332.8,5030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,230 - Arkla Basin,Spring,TX,77389,10000 Energy Dr,HARRIS COUNTY,29.93817,-95.35082,7362.8,,,,,,,,,,,,,,
Arkla Basin - AAPG Province 230,1008257,,,,,,,,211111,W-ONSH,,,15325.3,2228.75,36.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,230 - Arkla Basin,The Woodlands,TX,77380,1201 Lake Robbins Drive,MONTGOMERY COUNTY,30.16058,-95.45409,17591.002,,,,,,,,,,,,,,
Arkoma Basin,1008199,,,,,,,,211111,W-ONSH,,,11106,23402.75,6.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,345 - Arkoma Basin,Houston,TX,77057,5847 San Felipe Suite 3000,,,,34515.008,,,,,,,,,,,,,,
Arkoma Basin,1010205,,,,,,,,211111,W-ONSH,,,195721.9,1147358.5,548.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,345 - Arkoma Basin,Spring,TX,77389,10000 Energy Dr,HARRIS COUNTY,29.93817,-95.35082,1343629.018,,,,,,,,,,,,,,
"Aruba Petroleum, Inc. 420 Fort Worth Syncline",1008356,,,,,,,,211112,W-ONSH,,,55318.2,22601.5,29.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,420 - Fort Worth Syncline,Plano,TX,75074,"555 Republic Dr., Suite 505",COLLIN COUNTY,33.03125,-96.70519,77949.202,,,,,,,,,,,,,,
"Ascent Resources - Marcellus, LLC",1011454,,,,,,,,211111,W-ONSH,,,43747.5,20450.25,23.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,160A - Appalachian Basin (Eastern Overthrust Area),Oklahoma City,OK,73113,PO Box 13678,,,,64221.292,,,,,,,,,,,,,,
"Ascent Resources - Utica, LLC",1011393,,,,,,,,211111,W-ONSH,,,88958.2,29540.75,42.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,160 - Appalachian Basin,Oklahoma City,OK,73113,PO Box 13678,,,,118540.968,,,,,,,,,,,,,,
Atlas 160/Appalachia Basin - Ohio,1008483,,,,,,,,211111,W-ONSH,,,1.8,91040.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,160 - Appalachian Basin,Pittsburgh,PA,15275,"1000 Commerce Drive, Suite 400",ALLEGHENY COUNTY,40.4591,-80.19626,91042.3,,,,,,,,,,,,,,
Atlas 160A/Appalach Overthrust Basin - PA,1008480,,,,,,,,211111,W-ONSH,,,7646.3,207928.5,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,160A - Appalachian Basin (Eastern Overthrust Area),Pittsburgh,PA,15275,"1000 Commerce Drive, Suite 400",ALLEGHENY COUNTY,40.4591,-80.19626,215580.76,,,,,,,,,,,,,,
Atlas 360/Anadarko Basin - Nash,1011547,,,,,,,,211111,W-ONSH,,,11789.2,23272,15.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,360 - Anadarko Basin,Pittsburgh,PA,15275,"1000 Commerce Drive, Suite 400",ALLEGHENY COUNTY,40.4591,-80.19626,35076.398,,,,,,,,,,,,,,
Atlas 415/Strawn Basin - Fort Worth,1010235,,,,,,,,211111,W-ONSH,,,22220.5,21452,15.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,415 - Strawn Basin,PIttsburgh,PA,15275,"1000 Commerce Drive, Suite 400",ALLEGHENY COUNTY,40.4591,-80.19626,43687.996,,,,,,,,,,,,,,
Atlas 420/Fort Worth Syncline Basin - Jacksboro,1010237,,,,,,,,211111,W-ONSH,,,42515,54115.25,23.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,420 - Fort Worth Syncline,Pittsburgh,PA,15275,"1000 Commerce Drive, Suite 400",ALLEGHENY COUNTY,40.4591,-80.19626,96654.09,,,,,,,,,,,,,,
Augustus Energy Resources LLC,1008053,,,,,,,,211111,W-ONSH,,,29144.5,16247.25,20.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,540 - Denver Basin,Billings,MT,59102,2016 Grand Avenue,YELLOWSTONE,45.78413,-108.56738,45412.014,,,,,,,,,,,,,,
BADAMI DEVELOPMENT FACILITY,1007807,,,,,,,,211111,W-ONSH,,,41117.9,1386.5,22.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,Badami Unit,AK,99734,"70.151006 N, -147.097267 W",NORTH SLOPE,70.151252,-147.105656,42526.452,,,,,,,,,,,,,,
